country,name,longName,foundingDate,population,capital,largestCity,area
2421,Württemberg,,1805-12-26,,Stuttgart,,
2422,Yugoslavia,,12/1/1918,,Belgrade,,
2423,Zimbabwe,,,,Great Zimbabwe,,
2424,Kirghiz SSR,,12/5/1936,,Bishkek,,
2425,Kiribati,Republic of Kiribati,7/12/1979,103500,Tarawa,,313mi
2426,Kition,,,,,,
2427,Klingenmunster Abbey,,,,,,
2428,Koch dynasty,,,,,,
2429,Zagori,,,,,,
2430,Kolattunadu,,,,Ezhimala Hill,,
2431,Komancza Republic,,11/4/1918,,Komańcza,,
2432,Komi ASSR,,,,,,
2433,Konbaung Dynasty,,1752-02-29,,Inwa,,
2434,Konbaung Dynasty,,1752-02-29,,Amarapura,,
2435,Konbaung Dynasty,,1752-02-29,,Mandalay,,
2436,Konbaung Dynasty,,1752-02-29,,Sagaing,,
2437,Konbaung Dynasty,,1752-02-29,,Shwebo,,
2438,Kong Empire,,,,"Kong, Ivory Coast",,
2439,Konigsegg,,,,Aulendorf,,
2440,Konigsegg-Aulendorf,,,,Aulendorf,,
2441,Konigsegg-Rothenfels,,,,,,
2442,Korean Empire,,1897-10-13,,Seoul,,
2443,Kornelimunster,,,,,,
2444,Kosala Kingdom,,,,Ayodhya,,
2445,Kosala Kingdom,,,,Ayodhya,,
2446,Kosovo,Republic of Kosovo,1/31/1946,1859203,Pristina,,4212mi
2447,Kosovo,Republic of Kosovo,7/2/1990,1859203,Pristina,,4212mi
2448,Kruševo Republic,,8/3/1903,,Kruševo,,
2449,Kuban,,1/28/1918,,Krasnodar,,
2450,Kugelmugel,Republik Kugelmugel,,1,,,
2451,Kummuh,,,,,,
2452,Kumul Khanate,,,,Hami City,,
2453,Ararat,,10/28/1927,,Doğubeyazıt,,
2454,Kurdistansky Uyezd,,,,Lachin,,
2455,Kartids,,,,Herat,,
2456,Kuru Kingdom,,,,Indraprastha,,
2457,Kuru Kingdom,,,,Assandh,,
2458,Kuru Kingdom,,,,Hastinapur,,
2459,Kushan Empire,,,,Taxila,,
2460,Kushan Empire,,,,Bagram,,
2461,Kushan Empire,,,,Mathura,,
2462,Kushan Empire,,,,Peshawar,,
2463,Kuwait,State of Kuwait,,4187161,Kuwait City,,6880mi
2464,KwaNdebele,,,,KwaMhlanga,,
2465,,,,250,,,
2466,Kantoshu,,1895-04-17,,Dalian,,
2467,Kwararafa,,,,Wukari,,
2468,KwaZulu,,,,Nongoma,,
2469,KwaZulu,,,,Ulundi,,
2470,,,,80,,,
2471,Fourteenth Dynasty of Hùng kings,,,,,,
2472,Kyrgyzstan,Kyrgyz Republic,10/14/1924,6000000,Bishkek,Capital city,77181mi
2473,Kyrgyzstan,Kyrgyz Republic,12/5/1936,6000000,Bishkek,Capital city,77181mi
2474,,,,,Lihula,,
2475,Kurdish Lachin,,5/20/1992,,Lachin District,,
2476,Ladonia,Royal Republic of Ladonia,6/2/1996,,,,1km
2477,Lagos,,1862-03-05,,Lagos,,
2478,Lai,,,,Linqu County,,
2479,Lai,,,,Changle County,,
2480,Lai,,,,Longkou,,
2481,Leitha,,10/4/1921,,,,
2482,Banu Lakhm,,,,Al-Hirah,,
2483,Lanna,,,,Chiang Mai,,
2484,Lanna,,,,Chiang Rai (city),,
2485,Lanna,,,,Fang District,,
2486,Lanna,,,,Saraphi District,,
2487,Lan Xang,,,,Luang Prabang,,
2488,Lan Xang,,,,Vientiane,,
2489,Hesse,,,,Kassel,,
2490,Hesse,,,,Marburg,,
2491,Hesse,,,,Gudensberg,,
2492,Hesse-Darmstadt,,,,Darmstadt,,
2493,Hesse-Kassel,,,,Kassel,,
2494,Bohemian Crown,,1348-04-07,,Prague,,
2495,Lands of the Crown of Saint Stephen,,1867-03-30,,Budapest,,
2496,Lanfang,,,,"Pontianak, Indonesia",,
2497,Langkasuku kingdom,,,,,,
2498,Laos,Lao People's Democratic Republic,12/2/1975,6803699,Vientiane,,91429mi
2499,Late Period of ancient Egypt,,,,Mendes,,
2500,Late Period of ancient Egypt,,,,"Sais, Egypt",,
2501,Late Period of ancient Egypt,,,,Sebennytos,,
2502,Hubaekje,,,,Jeonju,,
2503,Later Balhae,,,,,,
2504,Later Han,,0947-03-10,,Kaifeng,,
2505,Later Jin,,,,Kaifeng,,
2506,Later Jin,,,,Luoyang,,
2507,Later Jin,,,,Taiyuan,,
2508,Later Liang,,0907-06-01,,Kaifeng,,
2509,Later Liang,,0907-06-01,,Luoyang,,
2510,Later Liang,,,,,,
2511,Later Qin,,,,Chang'an,,
2512,Husabeol,,,,Sangju,,
2513,Later Shu,,,,Chengdu,,
2514,Later Tang,,,,Daming County,,
2515,Later Tang,,,,Luoyang,,
2516,Later Yan,,,,,,
2517,Later Zhao,,,,Ye (ancient China),,
2518,Later Zhou,,0951-02-13,,Kaifeng,,
2519,Latin Empire,,,,Constantinople,,
2520,,,,,,,
2521,Latvia,Republic of Latvia,11/18/1918,1973700,Riga,,24938mi
2522,Latvia,Republic of Latvia,1/26/1921,1973700,Riga,,24938mi
2523,Latvian SSR,,12/17/1918,,Daugavpils,,
2524,Latvian SSR,,12/17/1918,,Riga,,
2525,Latvian SSR,,12/17/1918,,Rēzekne,,
2526,Latvian SSR,,7/21/1940,,,,
2527,Lavo kingdom,,,,Phra Nakhon Si Ayutthaya (city),,
2528,Lavo kingdom,,,,History of Lopburi,,
2529,"Lazica, Egrisi",,,,Nokalakevi,,
2530,Lê,,1428-03-15,,Hanoi,,
2531,Lê,,1428-03-15,,Lam Kinh,,
2532,League of God's House,,,,Chur,,
2533,The League of Mayapan,,,,Mayapan,,
2534,The League of Mayapan,,,,Uxmal,,
2535,The League of Mayapan,,,,Chichen Itza,,
2536,League of Nations,,1/10/1920,,Switzerland,,
2537,League of Nations,,1/10/1920,,Geneva,,
2538,League of the Ten Jurisdictions,,,,Davos,,
2539,Lebanon,Lebanese Republic,9/1/1920,5851000,Beirut,Beirut,4036mi
2540,Lebanon,Lebanese Republic,5/23/1926,5851000,Beirut,Beirut,4036mi
2541,Lebowa,,10/2/1972,,Lebowakgomo,,
2542,Lemko Republic,,12/5/1918,,Florynka,,
2543,Lesotho,Kingdom of Lesotho,10/4/1966,2067000,Maseru,Maseru,11720mi
2544,Liang,,,,,,
2545,Southern Liang dynasty,,0502-04-30,,Jiankang,,
2546,Southern Liang dynasty,,0502-04-30,,Jiangling County,,
2547,Liao,,,,Tanghe County,,
2548,Liao,,,,Gushi County,,
2549,Liao,,,,Henan,,
2550,Liao dynasty,,,,Bairin Left Banner,,
2551,Chile,,1861-09-18,,,,
2552,Liberia,Republic of Liberia,1822-01-07,4503000,Monrovia,Monrovia,43000mi
2553,Liberia,Republic of Liberia,1847-07-26,4503000,Monrovia,Monrovia,43000mi
2554,Liberland,Free Republic of Liberland,4/13/2015,0,,,7km
2555,Libya,Libya,2/10/1947,6411776,Tripoli,,679359mi
2556,Libya,ليبيا,2/10/1947,6411776,Tripoli,,679359mi
2557,Libya,ⵍⵉⴱⵢⴰ,2/10/1947,6411776,Tripoli,,679359mi
2558,Libya,Libya,12/24/1951,6411776,Tripoli,,679359mi
2559,Libya,ليبيا,12/24/1951,6411776,Tripoli,,679359mi
2560,Libya,ⵍⵉⴱⵢⴰ,12/24/1951,6411776,Tripoli,,679359mi
2561,Libya,,9/1/1969,,,,
2562,Liechtenstein,Principality of Liechtenstein,1806-07-12,37340,Vaduz,Schaan,61mi
2563,Liga Federal,,1815-06-29,,Montevideo,,
2564,Liguria,,1797-06-14,,,,
2565,Lindau Abbey,,,,,,
2566,Chola Empire,,,,Puhar,,
2567,Chola Empire,,,,Gangaikonda Cholapuram,,
2568,Chola Empire,,,,Pazhayarai,,
2569,Chola Empire,,,,Uraiyur,,
2570,Chola Empire,,,,Thanjavur,,
2571,Zambia,Republic of Zambia,,,Lusaka,,
2572,Lithuania,Republic of Lithuania,1009-03-09,2884840,Vilnius,,25212mi
2573,Lithuania,Republic of Lithuania,1253-07-06,2884840,Vilnius,,25212mi
2574,Lithuanian SSR,,7/21/1940,,,,
2575,Lithuanian SSR,,12/16/1918,,Vilnius,,
2576,Litbel,,2/17/1919,,Minsk,,
2577,Litbel,,2/17/1919,,Vilnius,,
2578,Litbel,,2/17/1919,,Smolensk,,
2579,Little Entente,,,,,,
2580,Little Goguryeo,,,,,,
2581,Liu Song,,0420-07-07,,Jiankang,,
2582,Lodhi dynasty,,,,Delhi,,
2583,Lokot,,7/17/1942,,Brasovsky District,,
2584,Lokot,,7/17/1942,,Bryansk Oblast,,
2585,Albarrazín,,,,Albarracín,,
2586,Anholt,,,,Isselburg,,
2587,Berat,,,,Berat,,
2588,Lordship of Biscay,,,,Bermeo,,
2589,Lordship of Biscay,,,,Bilbao,,
2590,Brycheiniog,,,,Brecon,,
2591,Frisia,,,,Leeuwarden,,
2592,Glamorgan,,,,Cardiff,,
2593,Gower,,,,Swansea,,
2594,Lordship of Groningen,,,,Groningen,,
2595,Hanau-Münzenberg,,,,Hanau,,
2596,Ireland,,1171-10-18,,Dublin,,
2597,Lordship of Oñate,,,,Oñati,,
2598,Overijssel,,,,,,
2599,Prilep,,1371-09-26,,Prilep,,
2600,Utrecht,,,,Utrecht,,
2601,Beilstein,,,,"Beilstein, Rhineland-Palatinate",,
2602,,,,,,,
2603,Los Altos,,1838-02-02,,Quetzaltenango,,
2604,Lotharingia,,,,,,
2605,Lower Canada,,1791-12-26,,Quebec City,,
2606,Lower Lorraine,,,,,,
2607,Lu State,,,,Qufu,,
2608,Lü,,,,"Nanyang, Henan",,
2609,Luhuti,,,,Tell Afis,,
2610,Luxembourg,Grand Duchy of Luxembourg,,562958,Luxembourg City,Capital city,998mi
2611,Lý dynasty,,,,Hoa Lư,,
2612,Lý dynasty,,,,Hanoi,,
2613,Sixth Dynasty of Hùng kings,,,,Phong Châu,,
2614,Maakhir,,7/1/2007,,"Badhan, Sanaag",,
2615,Macau,Macao Special Administrative Region,1887-12-01,643100,,,11.6mi
2616,Macau,of the People's Republic of China,1887-12-01,643100,,,11.6mi
2617,Macedon,,,,Pella,,
2618,Macedon,,,,Vergina,,
2619,,,,4760000,,,67000km
2620,Madagascar,Republic of Madagascar,6/26/1960,22434363,Antananarivo,Antananarivo,226597mi
2621,Madagascar,Republic of Madagascar,11/17/2010,22434363,Antananarivo,Antananarivo,226597mi
2622,Madurai Sultanate,,,,Thiruparankundram,,
2623,Magadha Empire,,,,Rajgir,,
2624,Magadha Empire,,,,Pataliputra,,
2625,Mahājanapada,,,,,,
2626,Maha-Meghavahana Dynasty,,,,,,
2627,Mahāmēghabāhana,,,,,,
2628,Sudan,,1885-01-26,,Omdurman,,
2629,,,,,,,
2630,Maitraka Empire,,,,Vallabhi,,
2631,Majapahit Empire,,1293-11-10,,Trowulan,,
2632,Migiurtinia,,,,"Alula, Somalia",,
2633,Migiurtinia,,,,Bargal,,
2634,Maku Khanate,,,,"Maku, Iran",,
2635,Malacca,,,,Malacca City,,
2636,Madagascar,,,,,,
2637,Madagascar,,10/14/1958,,Antananarivo,,
2638,Malawi,Republic of Malawi,7/6/1964,16407000,Lilongwe,Lilongwe,45747mi
2639,Malawi,Republic of Malawi,7/6/1966,16407000,Lilongwe,Lilongwe,45747mi
2640,Malawi,,7/6/1964,,,,
2641,Malaysia,,4/1/1946,,Kuala Lumpur,,
2642,,Malaysia,8/31/1957,28334,Kuala Lumpur,,127720mi
2643,,Malaysia,8/31/1957,28334,Putrajaya,,127720mi
2644,,Malaysia,9/16/1963,28334,Kuala Lumpur,,127720mi
2645,,Malaysia,9/16/1963,28334,Putrajaya,,127720mi
2646,Maldives,Republic of Maldives,7/26/1965,393500,Malé,Malé,115mi
2647,Maldives,Republic of Maldives,8/7/2008,393500,Malé,Malé,115mi
2648,Mali,Republic of Mali,6/20/1960,,Bamako,Bamako,478839mi
2649,Mali,Republic of Mali,9/22/1960,,Bamako,Bamako,478839mi
2650,Manden,,,,Kangaba,,
2651,Manden,,,,Mali Empire,,
2652,Mali Federation,,4/4/1959,,Dakar,,
2653,Mallabhum,,,,History of Bankura district,,
2654,Mallabhum,,,,Laugram,,
2655,Mallabhum,,,,Pradyumnapur,,
2656,Malta,Republic of Malta,9/21/1964,445426,Valletta,Birkirkara,122mi
2657,Malta,Republic of Malta,12/13/1974,445426,Valletta,Birkirkara,122mi
2658,Malta,,1800-09-04,,Valletta,,
2659,Mamluk Dynasty,,,,Delhi,,
2660,Mamluk Iraq,,,,Baghdad,,
2661,Mamluk Sultanate of Egypt,,1250-05-02,,,,
2662,Khwarmezm,,,,,,
2663,Gauda Kingdom,,,,Murshidabad,,
2664,Manchukuo,,2/18/1932,,Changchun,,
2665,Manchukuo,,2/18/1932,,Linjiang,,
2666,Manda,,,,,,
2667,Iraq,,8/10/1920,,Baghdad,,
2668,Palestine,,4/25/1920,,Jerusalem,,
2669,Mankessim,,,,Mankessim,,
2670,Maragheh Khanate,,,,Maragheh,,
2671,Marand Khanate,,,,Marand,,
2672,Maratha,,,,Raigad Fort,,
2673,Maratha,,,,Gingee,,
2674,Maratha,,,,Pune,,
2675,Maratha,,,,Satara (city),,
2676,Lusatia,,,,Lübben (Spreewald),,
2677,Montferrat,,,,Casale Monferrato,,
2678,Nordgau,,,,Schweinfurt,,
2679,"Tuscany, March",,,,Florence,,
2680,"Tuscany, March",,,,Lucca,,
2681,"Tuscany, March",,,,San Miniato,,
2682,Marchtal Abbey,,,,,,
2683,Flanders,,,,Ghent,,
2684,Flanders,,,,Bruges,,
2685,Mantua,,1433-09-22,,,,
2686,Meissen,,,,Meissen,,
2687,Austria,,,,Vienna,,
2688,Baden,,,,,,
2689,Brandenburg,,1157-10-03,,Berlin,,
2690,Brandenburg,,1157-10-03,,Brandenburg an der Havel,,
2691,Landsberg,,,,Weißenfels,,
2692,Moravia,,,,Brno,,
2693,Moravia,,,,Olomouc,,
2694,Mari,,,,,,
2695,Mari ASSR,,,,,,
2696,Marinid,,,,"Fez, Morocco",,
2697,"Marmoutier Abbey, Alsace",,,,,,
2698,Marquesado del Carpio,,,,,,
2699,Ceva,,,,Ceva,,
2700,Finale,,,,Finale Ligure,,
2701,Incisa,,,,,,
2702,Marquisate of Saluzzo,,,,Saluzzo,,
2703,Marshall Islands,Republic of the Marshall Islands,10/21/1986,72191,Majuro,Capital city,70mi
2704,Marstrand Free Port,,,,Marstrand,,
2705,Tabaristan,,,,"Damavand, Iran",,
2706,Mataram Sultanate,,,,Kotagede,,
2707,Mataram Sultanate,,,,Kartosuro,,
2708,Thirteenth Dynasty of Hùng kings,,,,,,
2709,Maukhari Empire,,,,Kannauj,,
2710,,,,,,,
2711,　,,,,Siga,,
2712,Mauritania,Islamic Republic of Mauritania,11/28/1960,4067564,Nouakchott,,1030000km
2713,Mauritania,Islamic Republic of Mauritania,7/12/1991,4067564,Nouakchott,,1030000km
2714,Mauritius,Republic of Mauritius,3/12/1968,1261208,Port Louis,,787mi
2715,Mauritius,Republic of Mauritius,3/12/1992,1261208,Port Louis,,787mi
2716,Mauritius,,3/12/1968,,,,
2717,Maurya Empire,,,,Pataliputra,,
2718,Mauryan Empire,,,,Pataliputra,,
2719,,,,,,,
2720,Mbunda,,,,,,
2721,Mecklenburg-Güstrow,,,,Güstrow,,
2722,Medang,,,,Kewu Plain,,
2723,Medang,,,,Madiun,,
2724,Medang,,,,Jombang Regency,,
2725,Medes,,,,Ecbatana,,
2726,Medes,,,,Hamadan,,
2727,Medieval Cholas,,,,Gangaikonda Cholapuram,,
2728,Medieval Cholas,,,,Pazhayarai,,
2729,Medieval Cholas,,,,Thanjavur,,
2730,Medri Bahri or Land of the Sea,,,,Debarwa,,
2731,Memleben Abbey,,,,,,
2732,Mengjiang,,,,Zhangjiakou,,
2733,Mercia,,,,"Tamworth, Staffordshire",,
2734,,,3/26/1991,288996820,,,19326961km
2735,,,12/16/1994,288996820,,,19326961km
2736,Imerina,,,,Antananarivo,,
2737,Mergid,,,,,,
2738,Metsepole,,,,,,
2739,Mexico,United Mexican States,1810-09-16,119530753,Mexico City,Mexico City,761606mi
2740,Mexico,United Mexican States,1821-09-27,119530753,Mexico City,Mexico City,761606mi
2741,Michaelsberg Abbey,,,,Siegburg,,
2742,Middle Assyrian Empire,,,,,,
2743,Middle Francia,,,,Aachen,,
2744,Middle Kingdom of Egypt,,,,"Thebes, Egypt",,
2745,Middlesex,,,,London,,
2746,Sistan,,,,Zaranj,,
2747,Nazi-occupied Belgium and Northern France,,,,,,
2748,German-occupied Poland,,,,,,
2749,Chile,,9/11/1973,,,,
2750,Vojna Krajina,,,,,,
2751,Samos,,,,"Vathy, Samos",,
2752,Min,,,,Fuzhou,,
2753,,Republic of Minerva,1/19/1972,,,,
2754,Ming dynasty,,1368-01-23,,Nanjing,,
2755,Ming dynasty,,1368-01-23,,Beijing,,
2756,,,,,,,
2757,,,6/18/1934,,,,
2758,,,7/26/1936,,,,
2759,Minyue,,,,"Wuyishan, Fujian",,
2760,Minyue,,,,Fuzhou,,
2761,Sikh Raj,,,,Amritsar,,
2762,Punjab Empire,,,,Amritsar,,
2763,Mississippi,,1861-01-09,,"Jackson, Mississippi",,
2764,Mississippi,,1861-01-09,,Mississippi,,
2765,Kingdom of Mitanni,,,,Washukanni,,
2766,Mlechchha dynasty,,,,Tezpur,,
2767,Moab,,,,"Dhiban, Jordan",,
2768,Moche culture,,,,"Moche, Trujillo",,
2769,Moghulistan,,,,,,
2770,Mohegan,Mohegan Tribe of Native Americans of Connecticut,1638-09-21,1920,"Uncasville, Connecticut",,0.79mi
2771,Mohegan,Mohegan Tribe of Native Americans of Connecticut,3/7/1994,1920,"Uncasville, Connecticut",,0.79mi
2772,Mohéli,Autonomous Island of Mohéli,,38000,Fomboni,,211km
2773,Moldavia,,,,Siret,,
2774,Moldavia,,,,Iași,,
2775,Moldavia,,,,Suceava,,
2776,Moldavia,,,,Baia,,
2777,Moldavian Democratic Republic,,,,Chișinău,,
2778,Moldavian SSR,,8/2/1940,,Chișinău,,
2779,Moldova,Republic of Moldova,6/23/1990,2913281,Chișinău,,13067mi
2780,Moldova,Republic of Moldova,8/27/1991,2913281,Chișinău,,13067mi
2781,Monaco,Principality of Monaco,1814-05-17,37800,Monaco City,,0.78mi
2782,Monarchy of the North,,1/19/1919,,Porto,,
2783,Mondsee Abbey,,,,,,
2784,"Mongol Armenia, Ilkhanid Armenia",,,,Ani,,
2785,Mongol Empire,,,,Avarga,,
2786,Mongol Empire,,,,Karakorum,,
2787,Mongolian Empire,,,,Avarga,,
2788,Mongolian Empire,,,,Karakorum,,
2789,Mongolia,Mongolia,,3042511,Ulaanbaatar,,603909mi
2790,Mongolia,,12/29/1911,,Ulaanbaatar,,
2791,Mongolia,,11/26/1924,,Ulaanbaatar,,
2792,Montenegro,Montenegro,1852-01-01,,Podgorica,,5332mi
2793,Montserrat,Montserrat,,4900,"Plymouth, Montserrat",Brades,39mi
2794,Montserrat,Montserrat,,4900,Little Bay (Montserrat),Brades,39mi
2795,Montserrat,Montserrat,,4900,Brades,Brades,39mi
2796,Serbia,,,,Kruševac,,
2797,Morocco,Kingdom of Morocco,,,Rabat,Casablanca,274460mi
2798,Mosquito Coast,,1860-01-28,,Bluefields,,
2799,Mosquitia,,1860-01-28,,Bluefields,,
2800,Mossi Kingdoms,,,,,,
2801,Mount Athos,,,,"Karyes, Mount Athos",,129.59mi
2802,Mountain Republic,,,,Buynaksk,,
2803,Mozambique,Republic of Mozambique,6/25/1975,24692144,Maputo,,309496mi
2804,Mozambique,Republic of Mozambique,11/30/1990,24692144,Maputo,,309496mi
2805,Mthwakazi,Kingdom of Mthwakazi,,,Bulawayo,,
2806,Muang Phuan,,,,Xiangkhouang Province,,
2807,Mughal Empire,,1526-04-21,,Old Delhi,,
2808,Mughal Empire,,1526-04-21,,Agra,,
2809,Mughal Empire,,1526-04-21,,Delhi,,
2810,Mughal Empire,,1526-04-21,,Lahore,,
2811,Mughal Empire,,1526-04-21,,Fatehpur Sikri,,
2812,Mughan,,5/15/1919,,,,
2813,Murbach Abbey,,,,,,
2814,,Murrawarri Republic,3/30/2013,,"Barringun, Queensland",,81000km
2815,Muscat and Oman,,1820-01-08,,"Muscat, Oman",,
2816,Ezhimalai kingdom,,,,,,
2817,Yemen,,10/30/1918,,Sana'a,,
2818,Yemen,,10/30/1918,,Taiz,,
2819,Muzaffarid dynasty,,,,Shiraz,,
2820,Myanmar,Republic of the Union of Myanmar,1510-10-16,,Naypyidaw,Yangon,261227mi
2821,Myanmar,Republic of the Union of Myanmar,0849-12-23,,Naypyidaw,Yangon,261227mi
2822,Myinsaing Kingdom,,1297-12-17,,Mekkhaya,,
2823,Myinsaing Kingdom,,1297-12-17,,Pinle,,
2824,Myinsaing Kingdom,,1297-12-17,,Kyaukse District,,
2825,Nabatea,,,,Petra,,
2826,Nagas of Padmavati,,,,Padmavati Pawaya,,
2827,Nagorno-Karabakh,Nagorno-Karabakh,,146573,,,1700mi
2828,Nagorno-Karabakh,",",,146573,,,1700mi
2829,Nagorno-Karabakh,Nagorno-Karabakh Republic,9/2/1991,146600,Stepanakert,Stepanakert,4424mi
2830,Nakhchivan,Nakhchivan Autonomous Republic,2/9/1924,414900,Nakhchivan (city),,2071mi
2831,Nakhchivan,Nakhchivan Autonomous Republic,11/17/1990,414900,Nakhchivan (city),,2071mi
2832,Nakhchivan,,,,Nakhchivan (city),,
2833,Nakhon Si Thammarat Kingdom,,,,Nakhon Si Thammarat,,
2834,Namayan,,,,"Santa Ana, Manila",,
2835,Namibia,,2/9/1990,,Windhoek,,318696mi
2836,Namibia,,3/21/1990,,Windhoek,,318696mi
2837,Nanda Empire,,,,Pataliputra,,
2838,"Nanyue, Nam Viet",,,,Panyu District,,
2839,Nanzan,,,,Nanzan Castle,,
2840,Naraka dynasty,,,,Pragjyotishpura,,
2841,Nassau-Saarbrücken,,,,Saarbrücken,,
2842,Nassau-Siegen,,,,Siegen,,
2843,Natal,,1839-10-12,,Pietermaritzburg,,
2844,Nation1,,7/15/1997,,,,
2845,Celestia,Nation of Celestial Space,1/1/1949,,,,
2846,National Coalition Government of the Union of Burma,,12/18/1990,,Yangon,,
2847,Argentina,,3/24/1976,,,,
2848,,Sri Lanka,,,,,
2849,Libya,,3/5/2011,,Tripoli,,
2850,,,,,,,
2851,Nauru,Republic of Nauru,1/31/1968,,Yaren District,,8.1mi
2852,Nawab of the Carnatic,,,,"Arcot, Vellore",,
2853,Nawabs of Bengal and Murshidabad,,,,Murshidabad,,
2854,Nayakas of Keladi,,,,Nagara,,
2855,Nayakas of Keladi,,,,Keladi,,
2856,Nayakas of Keladi,,,,Ikkeri,,
2857,Gingee Nayak,,,,Gingee Fort,,
2858,Germany,,1/30/1933,,,,
2859,Assyria,,,,Nineveh,,
2860,Assyria,,,,Nimrud,,
2861,Assyria,,,,Assur,,
2862,Assyria,,,,Dur-Sharrukin,,
2863,Assyria,,,,Harran,,
2864,,,,,Babylon,,
2865,Neo-Inca State,,,,"Vilcabamba, Peru",,
2866,Nepal,Federal Democratic Republic of Nepal,1768-09-25,,Kathmandu,,56827mi
2867,Nepal,Federal Democratic Republic of Nepal,1/15/2007,,Kathmandu,,56827mi
2868,Neresheim Abbey,,,,,,
2869,the Netherlands,Netherlands,1581-07-26,16971452,Amsterdam,,16033mi
2870,the Netherlands,Netherlands,1648-01-30,16971452,Amsterdam,,16033mi
2871,the Netherlands Antilles,,12/15/1954,,Willemstad,,
2872,,,,,,,
2873,Netherlands New Guinea,,12/27/1949,,Jayapura,,
2874,Netherlands-Indonesian Union,,12/27/1949,,Amsterdam,,
2875,Netherlands-Indonesian Union,,12/27/1949,,Jakarta,,
2876,,,,,,,
2877,,,,,Kostrzyn nad Odrą,,
2878,Moresnet,,1816-06-26,,Kelmis,,
2879,Nevis,State of Nevis,9/19/1983,,"Charlestown, Saint Kitts and Nevis",,35.9mi
2880,New Caledonia,New Caledonia,,,Nouméa,,18576km
2881,New France,,1534-07-24,,Quebec City,,
2882,New Haven Colony,,,,,,
2883,New Hebrides,,,,,,
2884,New Kingdom,,,,Merneptah,,
2885,New Kingdom,,,,Pi-Ramesses,,
2886,New Kingdom,,,,"Memphis, Egypt",,
2887,New Kingdom,,,,"Thebes, Egypt",,
2888,New Kingdom,,,,Amarna,,
2889,New Kingdom,,,,Akhenaten,,
2890,New Granada,,,,,,
2891,New Kingdom of León,,,,Monterrey,,
2892,Nueva Navarra,,,,Arizpe,,
2893,New Netherland,,,,New Amsterdam,,
2894,New Spain,,,,Mexico City,,
2895,Queen Maud Land,"New Swabia, Queen Maud Land",1/14/1939,,,,
2896,Queen Maud Land,"New Swabia, Queen Maud Land",6/21/1957,,,,
2897,New Sweden,,,,Fort Christina,,
2898,New Utopia,Principality of New Utopia,,,,,
2899,New Zealand,New Zealand,1856-05-07,4596700,Wellington,Auckland,103483mi
2900,New Zealand,New Zealand,9/26/1907,4596700,Wellington,Auckland,103483mi
2901,Newfoundland,,,,,,
2902,Ngô,,,,Cổ Loa Citadel,,
2903,Ngoenyang,,,,,,
2904,Nguyễn,,1802-06-01,,Huế,,
2905,Nicaragua,Republic of Nicaragua,1850-07-25,,Managua,,50193mi
2906,Nicaragua,Republic of Nicaragua,1821-09-15,,Managua,,50193mi
2907,Nieder-Isenburg,,,,"Isenburg, Rhineland-Palatinate",,
2908,Niedermunster,,,,,,
2909,Nienburg Abbey,,,,,,
2910,New Republic,,,,Vryheid,,
2911,Niger,Republic of Niger,8/3/1960,,Niamey,Niamey,489678mi
2912,Southern Nigeria Protectorate,,,,Akwa Akpa,,
2913,Nigeria,Federal Republic of Nigeria,10/1/1960,182202000,Abuja,Lagos,356667mi
2914,Byzantium,,,,,,
2915,Nilambur,,,,Nilambur,,
2916,,,,500000,,Bakhdida,4197km
2917,Niue,Niue,10/19/1974,1190,"Alofi, Niue",,260km
2918,Nizari Ismaili state,,,,Alamut Castle,,
2919,Nobatia,,,,Faras,,
2920,Nogai Horde,,,,Saray-Jük,,
2921,,,,,,,
2922,,,1220-07-27,,,,
2923,,,,25880000,,,
2924,,Nordic countries,,26613758,,,3425804km
2925,Norfolk Island,Territory of Norfolk Island,,2210,"Kingston, Norfolk Island",Burnt Pine,13.3mi
2926,North Borneo,,,,Sandakan,,
2927,North Borneo,,,,Kota Kinabalu,,
2928,North Borneo Federation,Federation of North Borneo State,,,Bandar Seri Begawan,,
2929,North Caucasian Emirate,,,,Vedeno,,
2930,North German Confederation,,1867-04-16,,,,
2931,North Ingria,,1/23/1919,,,,
2932,North Korea,Democratic People's Republic of Korea,8/15/1945,24895000,Pyongyang,Pyongyang,46528mi
2933,North Sea Empire,,1016-10-18,,,,
2934,North Vietnam,,9/2/1945,,Hanoi,,
2935,North-Eastern Rhodesia,,1/29/1900,,Chipata,,109000mi
2936,,,,,,,
2937,Northern Cyprus,Turkish Republic of Northern Cyprus,11/15/1983,313626,North Nicosia,,1295mi
2938,Han,,,,Taiyuan,,
2939,Northern Liang,,,,Dunhuang,,
2940,Northern Liang,,,,Jiuquan,,
2941,Northern Liang,,,,Zhangye,,
2942,Northern Liao,,,,,,
2943,Northern Mariana Islands,Commonwealth of the Northern Mariana Islands,,52344,"Capitol Hill, Saipan",,179mi
2944,Northern Nigeria Protectorate,,1/1/1900,,Zungeru,,
2945,Northern Qi,,0550-06-09,,Ye (ancient China),,
2946,,,3/15/1953,,Zungeru,Kano,
2947,,,3/15/1953,,Kaduna,Kano,
2948,,,3/15/1953,,Lokoja,Kano,
2949,Northern Rhodesia,,4/1/1924,,"Livingstone, Zambia",,
2950,Northern Rhodesia,,4/1/1924,,Lusaka,,
2951,Northern Wei,,0386-02-20,,Datong,,
2952,Northern Wei,,0386-02-20,,Hohhot,,
2953,Northern Wei,,0386-02-20,,Luoyang,,
